时间,主回路,照明回路,空调回路
2026-06-01 00:00:00,82.48357076505616,148.6770340635967,61.07336208104485
2026-06-01 00:15:00,83.10645210135655,156.45371432080051,64.8423814985717
2026-06-01 00:30:00,90.77288230593584,156.53543175829412,69.48982264349557
2026-06-01 00:45:00,98.76502295184994,151.96150079080695,72.32593659065292
2026-06-01 01:00:00,93.41513520939738,155.8444316273148,67.72515047722153
2026-06-01 01:15:00,96.6165530868933,158.78582480071324,71.44040830783189
2026-06-01 01:30:00,108.59843442200032,168.7396285229315,77.8366248426327
2026-06-01 01:45:00,107.12156757451726,152.8387462923662,79.46123333856335
2026-06-01 02:00:00,103.14439096881067,151.0097646499849,80.64318788779963
2026-06-01 02:15:00,110.00176007856537,145.59886203168207,91.3546233095828
2026-06-01 02:30:00,106.3299787792599,127.8521066604556,81.710154085557
2026-06-01 02:45:00,107.21558382251496,139.78788899640625,83.10285198078596
2026-06-01 03:00:00,111.17583153332042,137.09844219960365,81.76202166477297
2026-06-01 03:15:00,100.33924205526928,152.78865543257916,79.58324102286903
2026-06-01 03:30:00,100.73948422387821,127.89146970212812,74.9694290766956
2026-06-01 03:45:00,105.53858691523519,128.10497226960032,76.07848789112204
2026-06-01 04:00:00,101.81565762706796,121.62558247530775,69.0227216336427
2026-06-01 04:15:00,106.54833230201952,108.74729906609404,67.8854424215634
2026-06-01 04:30:00,98.1323668530217,123.44998898518875,64.17856049334128
2026-06-01 04:45:00,92.94155150881228,116.5851068411171,62.77747148963395
2026-06-01 05:00:00,104.3400397604909,113.24553704364752,66.30941703005918
2026-06-01 05:15:00,92.61791414938963,96.10829984156663,50.61317953501655
2026-06-01 05:30:00,90.59824532320968,111.22235448748879,55.21837770461017
2026-06-01 05:45:00,-5.2,85.58291511481384,45.437917664421676
2026-06-01 06:00:00,80.12976767649955,98.50042739259077,46.22102467821959
2026-06-01 06:15:00,79.6027749436073,108.57428348227702,48.575017617751435
2026-06-01 06:30:00,69.50499023368798,80.633585609243,43.54144296459096
2026-06-01 06:45:00,73.42651338648547,81.81947684993058,38.57412575912171
2026-06-01 07:00:00,64.96889048820756,85.2437929745042,38.57724570102126
2026-06-01 07:15:00,63.13120950383143,78.8374774464275,42.162023957578945
2026-06-01 07:30:00,58446.697352234856,69.21497360689105,37.83155332118843
2026-06-01 07:45:00,67880.5657811788,81.27135590793996,41.07332684445035
2026-06-01 08:00:00,56059.658660385365,71.68269338726776,41.45375831440931
2026-06-01 08:15:00,48.73068324168734,83.78873944508145,40.72469088149378
2026-06-01 08:30:00,56.4420957373785,72.82572922320618,50.90890298214083
2026-06-01 08:45:00,44.980516993346626,93.12232734963204,48.5663770566282
2026-06-01 09:00:00,51.3496747185958,75.3542547167302,43.11175589091522
2026-06-01 09:15:00,40.205425550384874,80.28879054971169,52.540752236176
2026-06-01 09:30:00,43.543915821670225,90.95471979276043,52.99168086207325
2026-06-01 09:45:00,51.82995912963937,76.5029441552811,60.65617913830502
2026-06-01 10:00:00,55.66789709202385,90.37755568712153,58.89091617783318
2026-06-01 10:15:00,54.41324050252239,101.5077805100566,64.06200133133011
2026-06-01 10:30:00,54.984480026548724,80.94570476569878,68.94821095014792
2026-06-01 10:45:00,56.45673026232756,98.27479448541051,72.87081341397848
2026-06-01 11:00:00,53.32376175756668,102.07906235398737,69.25486297256344
2026-06-01 11:15:00,60.18155443435853,,74.11148777956232
2026-06-01 11:30:00,64.8029587825259,,75.56967266550741
2026-06-01 11:45:00,75.92460776013998,100.00598967494868,76.4870981843705
2026-06-01 12:00:00,76.04055411703001,118.48293899400377,84.73259408731413
2026-06-01 12:15:00,69.2820816334894,120.47260075291578,81.15204065192171
2026-06-01 12:30:00,83.52313743667092,123.90721943571671,76.15444365603372
2026-06-01 12:45:00,83.75212592873072,128.4641792069072,82.18981720763516
2026-06-01 13:00:00,85.97639336942483,123.99015964774912,84.81355447312953
2026-06-01 13:15:00,95.95222880687949,134.9407481099849,80.09190438064374
2026-06-01 13:30:00,101.3742221361477,138.9611803064649,70.55688158922312
2026-06-01 14:00:00,103.94002888617716,134.28518865578903,71.40304997513202
2026-06-01 13:45:00,97.84166364361282,158.12847247200597,74.074281279028
2026-06-01 14:15:00,102.891216682254,149.9850927251057,65.31024071635022
2026-06-01 14:30:00,108.09991806044529,139.4189335465816,65.7376689401695
2026-06-01 14:45:00,112.90216144356499,156.69455265878213,63.5923805534193
2026-06-01 15:00:00,106.75847586047979,145.85268795142863,55.318087719182095
2026-06-01 15:15:00,108.88685905051854,161.85009477613656,54.79846418819301
2026-06-01 15:30:00,104.46454896018611,166.40348195270212,42.257587271660526
2026-06-01 15:45:00,103.71361013602463,151.81426039776622,46.11402072688519
2026-06-01 16:00:00,112.97789386876926,166.98415692446284,45.90691553549469
2026-06-01 16:15:00,114.45182896599157,163.12112431841535,40.73372116827032
2026-06-01 16:30:00,105.62071150563148,166.5764812799559,47.57672583610613
2026-06-01 16:45:00,-2.8,174.99322076415498,37.02661866081598
2026-06-01 17:00:00,103.18900526660406,157.3140429624853,39.10381761561348
2026-06-01 17:15:00,95.31917081359255,152.34982962971998,40.41487494819811
2026-06-01 17:30:00,97.21729977474425,150.01860188363872,44.447050577973265
2026-06-01 17:45:00,99.71809889452825,149.02693566647343,36.41557037526284
2026-06-01 18:00:00,88.27284650969314,153.03332763793443,45.29685134937451
2026-06-01 18:15:00,92.56326015827055,154.17133958824465,43.37930209036332
2026-06-01 18:30:00,67.85311248449328,151.16288791884298,42.363639873705466
2026-06-01 19:45:00,81.25783122275062,152.81189535009963,49.0231306983777
2026-06-01 20:00:00,73.82591935759466,143.3062915178712,50.87324436471103
