DATE,TX_HASH,CHAIN,TYPE,FROM,TO,SYMBOL,AMOUNT,PRICE_USD,VALUE_USD,GAS_FEE,IS_INTERNAL,IS_BRIDGE,WARNINGS,SOURCE
2024-03-04T00:00:00.000Z,0xdc9eb1df5ea34365b9c8da3be9f7be83,ethereum,expense,0x742d35Cc6634C0532925a3b844Bc9e7595f5bB12,0xCoNtRaCt0449525-9388-4f32-8c5c-1677cf,ETH,0,2489.1867302119426,0.00,0.0029475686918573043,false,false,,wallet
2024-03-06T00:00:00.000Z,0xa0e885012f834f29a4ed28639ecc3368,ethereum,income,0xDa0c7aBcDeFgHiJkLmNoPqRsTuVwXyZaSdFgHjKl,0x742d35Cc6634C0532925a3b844Bc9e7595f5bB12,ETH,2.5,2060.9473069125097,5152.37,0.006853303012031749,false,false,,wallet
2024-03-09T00:00:00.000Z,0xcf1323f3f79c4962b0f3eee5224ae7d0,ethereum,expense,0x742d35Cc6634C0532925a3b844Bc9e7595f5bB12,0xSeRvIcE1234567890PrOvIdErAaBcDeFgHiJkLmN,ETH,0.15,2102.863439134427,315.43,0.0013224510215690175,false,false,,wallet
2024-03-11T00:00:00.000Z,0x136e45ef294e4cb2b6ef4877f818675a,ethereum,internal_transfer,0x742d35Cc6634C0532925a3b844Bc9e7595f5bB12,0x1a2b3c4d5e6f7a8b9c0d1e2f3a4b5c6d7e8f9a0b,USDC,100,1,100.00,0.0015,true,false,,wallet
2024-03-11T00:00:00.000Z,0xafb87d8acdee47faa9b397c5745107b7,ethereum,expense,0x742d35Cc6634C0532925a3b844Bc9e7595f5bB12,0xCoNtRaCt1e0f209-307b-4d41-b3bb-bcbfe4,ETH,0,2313.2007898337397,0.00,0.004254466631497088,false,false,,wallet
2024-03-13T00:00:00.000Z,0x1e6a2142815043cf89a30697821b6cc7,ethereum,income,0xAbCdEfGhIjKlMnOpQrStUvWxYz1234567890aBcD,0x742d35Cc6634C0532925a3b844Bc9e7595f5bB12,USDC,5000,1,5000.00,0.003866848075272263,false,false,,wallet
2024-03-16T00:00:00.000Z,0x71fe60ba32bd48f5b07c5678b1aafb56,ethereum,internal_transfer,0x742d35Cc6634C0532925a3b844Bc9e7595f5bB12,0x99c9fc46f92e8a1c0dec1b1747d010903e884be1,USDC,2000,1,2000.00,0.003,true,true,bridge_duplicate,bridge
2024-03-16T00:15:00.000Z,0x27e9ce0bb4034d198ef382c93dc2a3dc,polygon,bridge,0x0000000000000000000000000000000000000000,0x1a2b3c4d5e6f7a8b9c0d1e2f3a4b5c6d7e8f9a0b,USDC,1998,1,1998.00,0.01,false,true,bridge_duplicate,bridge
2024-03-18T00:00:00.000Z,0x99f695d851c74927b64a63fbab28525f,ethereum,expense,0x742d35Cc6634C0532925a3b844Bc9e7595f5bB12,0xCoNtRaCt266aef3-a681-45be-a41c-fdac9c,ETH,0,1941.6275303647872,0.00,0.003933267189596539,false,false,,wallet
2024-03-19T00:00:00.000Z,0xcaf2399efe894109a9a5768d16be67ae,ethereum,expense,0x742d35Cc6634C0532925a3b844Bc9e7595f5bB12,0xNoDeSeRvEr9876543210AbCdEfGhIjKlMnOpQrS,USDC,250,1,250.00,0.0033930864096593776,false,false,,wallet
2024-03-21T00:00:00.000Z,0xf3e7a51d08fb4c5fb75d55d844f0c0bc,ethereum,internal_transfer,0x742d35Cc6634C0532925a3b844Bc9e7595f5bB12,0x8A9c4d3e6f8a3b5c9d7e2f1a3b5c9d7e2f1a3b5c,ETH,0.5,2182.436427498205,1091.22,0.0015,true,false,,wallet
2024-03-25T00:00:00.000Z,0x9225c1cacb754d03bf5dfef6af6e8a69,ethereum,expense,0x742d35Cc6634C0532925a3b844Bc9e7595f5bB12,0xCoNtRaCt32865f8-e43b-4588-899f-9d40d4,ETH,0,2401.3238931894375,0.00,0.006800403791469202,false,false,,wallet
2024-03-26T00:00:00.000Z,0x6451f43965c448cd9c11daf123a9220b,ethereum,income,0xFeDcBa9876543210ZyXwVuTsRqPoNmLkJiHgFeD,0x742d35Cc6634C0532925a3b844Bc9e7595f5bB12,ETH,1.2,2272.2338963008856,2726.68,0.0032029615661523583,false,false,,wallet
2024-04-01T00:00:00.000Z,0xd397c09241b24c37987312665e3a7fc0,ethereum,expense,0x742d35Cc6634C0532925a3b844Bc9e7595f5bB12,0xCoNtRaCt488843d-f7fc-4d14-b969-3a11a0,ETH,0,2501.4266593975435,0.00,0.004147836569623595,false,false,,wallet
2024-04-05T00:00:00.000Z,0x7279314fdf534c8486fafae81791e4de,ethereum,internal_transfer,0x99c9fc46f92e8a1c0dec1b1747d010903e884be1,0x742d35Cc6634C0532925a3b844Bc9e7595f5bB12,ETH,0.8,2338.531240793838,1870.82,0,true,true,,exchange
2024-04-10T00:00:00.000Z,0x83a5976a72c8449399298a788f53be6a,ethereum,income,0x111122223333444455556666777788889999AaAa,0x742d35Cc6634C0532925a3b844Bc9e7595f5bB12,USDC,8000,1,8000.00,0.003525559528033213,false,false,,wallet
