type,severity,message,trade_index,symbol,datetime,expected,actual,diff,details
suspension_trade,critical,停牌期间仍有成交: 000001.SZ 在 2024-01-15 00:00:00,25,000001.SZ,2024-01-15T00:00:00,,,,"{'volume': 3449, 'price': 9.347195, 'amount': 32248.149999999998, 'match_method': '市价单-开盘价成交'}"
suspension_trade,critical,停牌期间仍有成交: 000001.SZ 在 2024-01-17 00:00:00,28,000001.SZ,2024-01-17T00:00:00,,,,"{'volume': 2705, 'price': 9.332799, 'amount': 25237.65, 'match_method': '市价单-开盘价成交'}"
suspension_trade,critical,停牌期间仍有成交: 000001.SZ 在 2024-01-18 00:00:00,29,000001.SZ,2024-01-18T00:00:00,,,,"{'volume': 2244, 'price': 9.272781, 'amount': 20801.879999999997, 'match_method': '限价单-挂单价格成交'}"
suspension_trade,critical,停牌期间仍有成交: 000001.SZ 在 2024-01-18 00:00:00,30,000001.SZ,2024-01-18T00:00:00,,,,"{'volume': 8516, 'price': 9.287213, 'amount': 79113.64, 'match_method': '限价单-挂单价格成交'}"
suspension_trade,critical,停牌期间仍有成交: 000001.SZ 在 2024-01-18 00:00:00,31,000001.SZ,2024-01-18T00:00:00,,,,"{'volume': 5350, 'price': 9.182754, 'amount': 49113.0, 'match_method': '市价单-开盘价成交'}"
suspension_trade,critical,停牌期间仍有成交: 600000.SH 在 2024-02-01 00:00:00,58,600000.SH,2024-02-01T00:00:00,,,,"{'volume': 3448, 'price': 6.541962, 'amount': 22549.920000000002, 'match_method': '限价单-挂单价格成交'}"
suspension_trade,critical,停牌期间仍有成交: 600000.SH 在 2024-02-01 00:00:00,59,600000.SH,2024-02-01T00:00:00,,,,"{'volume': 5815, 'price': 6.621986, 'amount': 38495.3, 'match_method': '限价单-挂单价格成交'}"
price_outside_range,warning,"成交价格超出K线范围: 000001.SZ 价格=9.56, 范围=[9.69, 10.04]",0,000001.SZ,2024-01-01T00:00:00,,9.56,,"{'kline_low': 9.69, 'kline_high': 10.04, 'kline_open': 10.0, 'kline_close': 9.73, 'match_method': '限价单-未成交'}"
price_outside_range,warning,"成交价格超出K线范围: 000001.SZ 价格=9.38, 范围=[9.46, 9.65]",21,000001.SZ,2024-01-11T00:00:00,,9.38,,"{'kline_low': 9.46, 'kline_high': 9.65, 'kline_open': 9.6, 'kline_close': 9.53, 'match_method': '限价单-未成交'}"
price_outside_range,warning,"成交价格超出K线范围: 000002.SZ 价格=14.64, 范围=[13.68, 14.43]",38,000002.SZ,2024-01-25T00:00:00,,14.64,,"{'kline_low': 13.68, 'kline_high': 14.43, 'kline_open': 13.73, 'kline_close': 14.33, 'match_method': '限价单-未成交'}"
price_outside_range,warning,"成交价格超出K线范围: 600519.SH 价格=1906.86, 范围=[1830.09, 1896.10]",69,600519.SH,2024-02-13T00:00:00,,1906.86,,"{'kline_low': 1830.09, 'kline_high': 1896.1, 'kline_open': 1851.56, 'kline_close': 1888.08, 'match_method': '限价单-未成交'}"
price_outside_range,warning,"成交价格超出K线范围: 600000.SH 价格=7.38, 范围=[7.03, 7.25]",74,600000.SH,2024-02-14T00:00:00,,7.38,,"{'kline_low': 7.03, 'kline_high': 7.25, 'kline_open': 7.1, 'kline_close': 7.2, 'match_method': '限价单-未成交'}"
fee_mismatch,warning,"手续费差异: 第1笔 重算=5.00, 原始=1.05",1,600000.SH,2024-01-01T00:00:00,1.05,5.0,3.95,"{'diff_pct': 5.610795454545455, 'amount': 7040.0, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第2笔 重算=52.83, 原始=28.70",2,000001.SZ,2024-01-01T00:00:00,28.7,52.830999999999996,24.130999999999997,"{'diff_pct': 10.505441880713972, 'amount': 22970.0, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第3笔 重算=30536.74, 原始=17259.89",3,600519.SH,2024-01-02T00:00:00,17259.89,30536.736945,13276.846945000001,"{'diff_pct': 10.000003611551561, 'amount': 13276842.15, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第4笔 重算=48.81, 原始=30.60",4,000001.SZ,2024-01-03T00:00:00,30.6,48.806340000000006,18.206340000000004,"{'diff_pct': 7.460645481714057, 'amount': 24403.170000000002, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第6笔 重算=23868.44, 原始=15684.64",6,600519.SH,2024-01-04T00:00:00,15684.64,23868.4446,8183.8045999999995,"{'diff_pct': 6.857425975716909, 'amount': 11934222.299999999, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第7笔 重算=115.10, 原始=76.53",7,000002.SZ,2024-01-04T00:00:00,76.53,115.09578,38.565780000000004,"{'diff_pct': 6.701510689618681, 'amount': 57547.89, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第9笔 重算=129.53, 原始=84.19",9,000001.SZ,2024-01-04T00:00:00,84.19,129.53065999999998,45.340659999999986,"{'diff_pct': 7.00076105533624, 'amount': 64765.329999999994, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第10笔 重算=102.08, 原始=3.67",10,000001.SZ,2024-01-05T00:00:00,3.67,102.07652,98.40652,"{'diff_pct': 19.28093159915718, 'amount': 51038.26, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第11笔 重算=6099.61, 原始=7.98",11,600519.SH,2024-01-05T00:00:00,7.98,6099.613439999999,6091.63344,"{'diff_pct': 19.973834407447303, 'amount': 3049806.7199999997, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第12笔 重算=12.56, 原始=3878.18",12,000001.SZ,2024-01-05T00:00:00,3878.18,12.564639999999999,-3865.61536,"{'diff_pct': 6153.165327458646, 'amount': 6282.32, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第13笔 重算=5.00, 原始=66.35",13,600000.SH,2024-01-05T00:00:00,66.35,5.0,-61.349999999999994,"{'diff_pct': 50.102082482645976, 'amount': 12245.0, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第14笔 重算=100.42, 原始=65.27",14,000001.SZ,2024-01-08T00:00:00,65.27,100.4157,35.145700000000005,"{'diff_pct': 7.000040830268575, 'amount': 50207.85, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第15笔 重算=5.00, 原始=3.45",15,000001.SZ,2024-01-08T00:00:00,3.45,5.0,1.5499999999999998,"{'diff_pct': 1.3553690101434066, 'amount': 11436.0, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第17笔 重算=151.90, 原始=98.73",17,000001.SZ,2024-01-09T00:00:00,98.73,151.89844,53.16843999999999,"{'diff_pct': 7.000524824349742, 'amount': 75949.22, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第18笔 重算=1894.20, 原始=947.10",18,600519.SH,2024-01-10T00:00:00,947.1,1894.200285,947.1002849999999,"{'diff_pct': 1.5000002256889111, 'amount': 6314000.95, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第20笔 重算=2665.43, 原始=3998.14",20,600519.SH,2024-01-11T00:00:00,3998.14,2665.42626,-1332.7137399999997,"{'diff_pct': 1.000000457712906, 'amount': 13327131.3, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第22笔 重算=344.64, 原始=516.97",22,600519.SH,2024-01-11T00:00:00,516.97,344.644842,-172.32515800000004,"{'diff_pct': 1.0000158830173356, 'amount': 1723224.21, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第23笔 重算=9.27, 原始=118.44",23,000001.SZ,2024-01-12T00:00:00,118.44,9.272160000000001,-109.16784,"{'diff_pct': 23.54744525547445, 'amount': 46360.8, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第24笔 重算=188.96, 原始=13.91",24,000001.SZ,2024-01-12T00:00:00,13.91,188.96084,175.05084,"{'diff_pct': 18.527737281438842, 'amount': 94480.42, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第25笔 重算=64.50, 原始=41.65",25,000001.SZ,2024-01-15T00:00:00,41.65,64.49629999999999,22.846299999999992,"{'diff_pct': 7.08453043042779, 'amount': 32248.149999999998, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第30笔 重算=158.23, 原始=102.85",30,000001.SZ,2024-01-18T00:00:00,102.85,158.22728,55.37728000000001,"{'diff_pct': 6.999713323770719, 'amount': 79113.64, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第31笔 重算=9.82, 原始=15.18",31,000001.SZ,2024-01-18T00:00:00,15.18,9.822600000000001,-5.357399999999998,"{'diff_pct': 1.0908313481155698, 'amount': 49113.0, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第32笔 重算=168.94, 原始=53.45",32,000001.SZ,2024-01-22T00:00:00,53.45,168.94488,115.49488000000001,"{'diff_pct': 13.67249247210096, 'amount': 84472.44, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第33笔 重算=82.76, 原始=52.42",33,000001.SZ,2024-01-22T00:00:00,52.42,82.76346000000001,30.343460000000007,"{'diff_pct': 7.332574061065113, 'amount': 41381.73, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第34笔 重算=2165.03, 原始=3329.86",34,600519.SH,2024-01-22T00:00:00,3329.86,2165.03056,-1164.82944,"{'diff_pct': 1.0760397211206107, 'amount': 10825152.8, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第36笔 重算=22.58, 原始=43.91",36,600000.SH,2024-01-24T00:00:00,43.91,22.576,-21.333999999999996,"{'diff_pct': 18.899716513111265, 'amount': 11288.0, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第37笔 重算=69.16, 原始=14.28",37,000001.SZ,2024-01-24T00:00:00,14.28,69.16396,54.88396,"{'diff_pct': 15.870681782824464, 'amount': 34581.98, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第38笔 重算=39.15, 原始=25.45",38,000002.SZ,2024-01-25T00:00:00,25.45,39.14736,13.69736,"{'diff_pct': 6.997846087194641, 'amount': 19573.68, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第39笔 重算=97.88, 原始=63.62",39,600000.SH,2024-01-25T00:00:00,63.62,97.88332000000001,34.263320000000014,"{'diff_pct': 7.000849582952441, 'amount': 48941.66, 'direction': -1}"
fee_mismatch,warning,"手续费差异: 第40笔 重算=17.45, 原始=26.41",40,000001.SZ,2024-01-25T00:00:00,26.41,17.448392,-8.961608000000002,"{'diff_pct': 1.0272130520680647, 'amount': 87241.95999999999, 'direction': 1}"
fee_mismatch,warning,"手续费差异: 第41笔 重算=50.36, 原始=33.80",41,000002.SZ,2024-01-26T00:00:00,33.8,50.35562,16.555620000000005,"{'diff_pct': 6.575480552121095, 'amount': 25177.81, 'direction': -1}"
