,资产10,资产11,资产12,资产13,资产14,资产15
2023-01-02,,-0.04007724728813507,0.012708360604184527,-0.02478516789706945,0.001198652605326565,
2023-01-03,,-0.026176407982382244,-0.060390243116416505,0.003676990895073897,0.036010223630217074,
2023-01-04,,-0.009832723712640948,0.01614245193274621,-0.019470923994089374,0.009527155387124385,
2023-01-05,,0.055193200778221554,0.007848319343575341,-0.010179272514149976,-0.0005114862438398887,
2023-01-06,,-0.00818564876226208,-0.01048176795869185,0.00304709744067444,-0.01644839864764401,
2023-01-09,,-0.00018600642277228835,-0.006557894330258357,0.0031038136771795828,0.016501965293352693,
2023-01-10,,-0.006074520575533294,-0.0269174184694643,-0.016385157194429956,-0.00952441747089318,
2023-01-11,,0.0038717982273508873,0.017017959243359443,-0.002747435767987933,0.007809296998577792,
2023-01-12,,-0.011655173152231642,-0.048776343165528584,-0.002685583243726083,0.0284549627219988,
2023-01-13,,0.02472261443612436,0.0017731518192287488,0.003946314148111912,-0.012353037908687003,
2023-01-16,,0.024077688743376326,-0.002788925513619991,-0.009003785297028232,1.0559177131945857e-05,
2023-01-17,,-0.04592361906274477,-0.011010736989831672,-0.024414248518283173,-0.010162803952946218,
2023-01-18,,0.02904935068941491,0.006534895292046401,0.006009487192216567,0.012444142880868038,
2023-01-19,,-0.0015152857307091977,0.013409612344824252,-0.02143714466080311,-0.031075175320321287,
2023-01-20,,-0.01804103108715021,-0.01739326162549389,0.022508695688295388,-0.02378823785734656,
2023-01-23,,0.012767838512167659,-0.006572369514979692,0.012063748621646862,-0.010882280042283851,
2023-01-24,,-0.020043749115629454,0.014816486908402518,-0.010264271329431704,-0.004571998306800371,
2023-01-25,,-0.00382055525200338,0.04825230843225832,0.015692085757960477,-0.00038520759468789283,
2023-01-26,,0.0109423823035042,-0.0236162563061769,0.022286433893377443,0.014307626308824881,
2023-01-27,,0.0003923331538797981,0.013457224719336398,0.01183628267482756,-0.007080814218820476,
2023-01-30,,0.030980403029903746,-0.024782141513078018,-0.029350505315048802,0.003295216824730335,
2023-01-31,,0.0048790639581700055,-0.004464045092696102,0.029797268772041644,-0.03201807956953031,
2023-02-01,,-0.03286377622308335,-0.0035170880886414234,0.03322940331456036,0.0004177297659192358,
2023-02-02,,-0.01232722816078955,-0.00750392760647874,-0.006354301935124681,0.025632875900075375,
2023-02-03,,0.0049300955686400975,0.009964434969935702,0.02280298077042533,0.03161081373136747,
2023-02-06,,-0.025151557178292327,-0.004680397182139627,0.00932716748892669,0.019746690331782037,
2023-02-07,,0.0030351598449748075,-0.01670285803260046,0.04179077443389547,-0.03215322054236117,
2023-02-08,,0.00013599689119995538,-0.0038007807000298892,-0.007148908456208544,-0.0036078336352481566,
2023-02-09,,0.03066867402592651,-0.0284791430490029,-0.005333046584688296,-0.008584888405973237,
2023-02-10,,0.009243453321638857,0.04048619246573705,-0.02726348009185621,0.0037941233522079134,
2023-02-13,,0.0003829555483150412,-0.012829738180886192,0.00975744569742148,0.036086962195734866,
2023-02-14,,-0.025865459157423276,-0.019128727536360177,0.009448125557607547,0.0296823205707193,
2023-02-15,,-1.4171891532918344e-05,-0.02500815467939435,0.012090306527107336,0.017646661246468184,
2023-02-16,,0.00531756459304097,-0.00873439472081191,-0.0013226522925164491,0.04199443578333031,
2023-02-17,,-0.012950836112703184,0.014883839429998736,-0.00362448346436206,-0.01298746076642852,
2023-02-20,,-0.012008471314774102,-0.03733079902721233,0.020150273796738442,-0.01369259651520008,
2023-02-21,,0.017851946765986185,-0.024223438585615625,0.01461528238133049,0.0002854613567286821,
2023-02-22,,0.013726369139134015,0.002117889062304685,0.011688259609449685,0.03952881169030971,
2023-02-23,,0.0020871187504642587,-0.017975680966462564,-0.026606272514779795,-0.00378240781554067,
2023-02-24,,0.03022309860494695,-0.02902351380103118,-0.00024177895692109122,-0.02504786888826238,
2023-02-27,,-0.008415235873621066,-0.05208427713254268,0.003978962935929891,0.008734771034670191,
2023-02-28,,-0.02142107359298098,0.013604322109008988,0.0238501502495595,-0.03557175168013034,
2023-03-01,,-0.0016304534620329178,0.006953529670766727,-0.009744571282271046,-0.013514161583232237,
2023-03-02,,-0.02171650257770371,0.013587465659130066,-0.02297588070317312,0.013326250018184238,
2023-03-03,,-0.013551293046713103,0.02388218806094745,-0.019623310622793634,-0.009288085246187752,
2023-03-06,,-0.005030777720889914,-0.011950203893832832,0.028447397233970155,0.03477799327595158,
2023-03-07,,-0.016165314432818528,-0.016608888131131306,0.010450282105315149,0.008367964417773675,
2023-03-08,,-0.03006160603519636,0.021038952354458372,-0.01996121254628826,-0.007679425439047032,
2023-03-09,,0.06219837112010722,0.012134461182723655,-0.0036639323744077574,0.010690112969611006,
2023-03-10,,0.035904227118246444,0.0046014151838280415,0.009954861781827886,0.013318485041089227,
2023-03-13,,-0.012345063730938464,-0.011166035078920611,-0.0220030846594339,0.008790024612404529,
2023-03-14,,0.03348984866695075,-0.0001119203765809311,0.013374833111850254,-0.021834017522786287,
2023-03-15,,0.01698204221486288,-0.005879338953283645,-0.0014319850371613365,-0.03035747493361619,
2023-03-16,,0.011504100322131325,0.010013314427624194,0.0009954737436192016,0.00014126317256352904,
2023-03-17,,0.008419458887787796,0.009840376959855986,-0.010520696853351608,-0.04306685839742489,
2023-03-20,,-0.017255515280862412,0.013869578238279874,-0.007840252798382592,0.021198727680932436,
2023-03-21,,-0.027319114224010687,0.02423887970772801,0.005225010624677121,-0.007385542784924063,
2023-03-22,,0.008173056229613417,-0.02058743016364143,-0.02705340571687069,-0.030447183724357823,
2023-03-23,,0.030674554198329984,-0.010716029261045956,-0.03414715915185894,-0.022330488798973182,
2023-03-24,,-0.010965745929812018,0.003200364517055754,0.0100356547233509,0.022347976318049217,
2023-03-27,,-0.026520953721640764,-0.00826930322246552,0.005205610131657723,-0.01927517852421222,
2023-03-28,,-0.000973047031409023,0.0006559399082317302,-0.01516990669400139,-0.004608014284115346,
2023-03-29,,0.020704986694475052,-0.03692375724476188,-0.0185902172038482,-0.02993058510180158,
2023-03-30,,-0.028992904393970603,-0.018437196262506263,-0.02007914744162997,0.004145346587978879,
2023-03-31,,0.0035364174427879595,-0.010933601691745308,-0.005433102206521065,0.03346904180597074,
2023-04-03,,0.01659464835758349,0.01622793108983184,-0.022965265775052365,0.01637555287509721,
2023-04-04,,-0.018350056420285272,0.02035322933687005,0.0054299062165129594,0.011029525504790465,
2023-04-05,,-0.02652944256622166,0.020946354132428967,0.02339179984855547,-0.004587814881360556,
2023-04-06,,0.010285095120356698,0.011441148834282882,-0.00124382033998622,0.022487067197410053,
2023-04-07,,-0.020393286773842313,-0.0004710430174847624,-0.003487085158056717,0.004506158440818832,
2023-04-10,,0.016520943428830127,-0.008735284744764349,-0.032131542014773584,0.03499167808410841,
2023-04-11,,0.013794156104903888,-0.010059495411026862,0.005269744306621192,0.005884482580269875,
2023-04-12,,-0.013810821046325188,-0.01832383830962485,-0.016636444164608896,-0.0013435658009871051,
2023-04-13,,0.029744923106718547,-0.01160106482740086,0.004788090010707542,0.009993702206058677,
2023-04-14,,0.014853648367194447,0.009644979053613145,-0.02475324844654596,0.017383121287785464,
2023-04-17,,0.0007587567089520406,0.013666579856221389,-0.0041862763915872315,0.021459560955320235,
2023-04-18,,-0.027620892063075497,0.006076371912097514,0.01443125010252287,-0.004617327476895379,
2023-04-19,,0.013858372460632222,-0.012117216415177868,0.034387558124145935,0.039850307063362365,
2023-04-20,,0.01719175773959604,-0.0077426129957902925,-0.0009082243586447644,0.0005077684108482037,
2023-04-21,,-0.013794555481283477,-0.00986245644799544,0.028872640069376284,-0.025130137885585126,
2023-04-24,,-0.005595203369916688,0.015807437921034225,0.006801025891377809,0.011412259944390619,
2023-04-25,,-0.012244734690155006,-0.02170301053115596,-0.016508210599579104,0.05898188850617451,
2023-04-26,,-0.026449159134871402,0.00963732123436983,0.010945295947559339,0.010977676706347288,
2023-04-27,,0.006557590483187148,0.0017178601258666082,-0.0443860074549507,-0.004595992611503876,
2023-04-28,,0.0597051800520682,0.007349633309486088,-0.006270593723447958,0.018436030039545043,
2023-05-01,,0.01213701186431342,0.04113087129659083,-0.022617768706518313,0.00947264153622909,
2023-05-02,,-0.01837373022972189,-0.008347336272101687,-0.005901798284758127,0.01951633438689418,
2023-05-03,,0.0010986822199969745,-0.014191597094983452,-0.02517009821350669,-0.004340341008487409,
2023-05-04,,0.008659196507213923,-0.027552350015084746,-0.011295480083418845,0.02042766590858797,
2023-05-05,,-0.0375984877027809,0.03741930350743564,0.0077922835474180776,-0.01736585463752733,
2023-05-08,,6.751013194321998e-05,0.006556423456861705,0.018485402790756597,-0.020277919045850756,
2023-05-09,,0.005107675113486342,-0.017906926447260482,-0.008162016783204412,-0.01991630789580458,
2023-05-10,,-0.004692411399148276,0.0007647598992005668,-0.028971828292670882,-0.005993532960135741,
2023-05-11,,-0.022239340515483274,0.02928354477504875,0.01993717546931616,0.005612728089802728,
2023-05-12,,0.0077831839133585745,-0.001062413060350907,0.02447137764837255,0.021929384676217675,
2023-05-15,,-0.004059612747913142,-0.01600077128795293,-0.001270491492307102,0.024748762693682785,
2023-05-16,,0.0011604546961679046,0.016968617644105694,-0.04493778667969211,-0.012134005895305935,
2023-05-17,,-0.009838048950124103,-0.03753105412083748,0.012394228919322726,-0.012707247776512587,
2023-05-18,,-0.003690507153116991,-0.012094893290764255,-0.04411132114198139,0.017941323937742643,
2023-05-19,,-0.022753713408496332,-0.004029830678950359,-0.00013042630458916124,0.011975887791238204,
2023-05-22,,0.0016399111282712085,0.009145608092304823,0.02911644644293533,0.014090130796494462,
2023-05-23,,0.028209182904070075,0.008195255919189948,-0.01722175820347141,0.028067399402503815,
2023-05-24,,-0.009589859347984868,0.005931510902815236,0.009263695905351695,0.003945845312624129,
2023-05-25,,0.021430863044697716,0.0038127118253004867,0.018826211615349666,-0.02065047807055079,
2023-05-26,,-0.004360917907847477,-0.016952678572381696,-0.013041777771861215,-0.021792660746847766,
2023-05-29,,-0.028111340383572842,0.00031236667899206094,0.018045543475732943,-0.01815512360293841,
2023-05-30,,0.020611611712481145,-0.013156691077042742,0.017090504541332315,-0.02183867800790626,
2023-05-31,,0.011065024399695674,-0.023511892112497032,-0.017901396845532096,0.011944564365067696,
2023-06-01,,-0.027342756129204917,0.016963484253333362,-0.024650466295370183,0.011045998753590466,
2023-06-02,,0.011640531341694538,0.005208845266671119,-0.010776837123854766,-0.02017109368152416,
2023-06-05,,-0.03129605542724111,0.001906883988826164,-0.0052689643216449825,0.013582855508763909,
2023-06-06,,0.014637414085765911,0.006701160581682351,0.006323119143655566,0.009385351796170525,
2023-06-07,,0.012249375880272046,-0.020333662571529944,-0.004881609473484026,-0.0007861457525526238,
2023-06-08,,0.02862733563662367,0.021635334553456575,-0.026244383868628124,0.012441399806120974,
2023-06-09,,0.021819608503719338,0.040245408914015304,0.02047419092213963,0.004986171912834577,
2023-06-12,,0.00047806086569910944,-0.007028284714274651,0.03126826717664216,-0.016368573318840028,
2023-06-13,,-0.02798612349603883,0.007352985859828432,-0.042000530153032484,0.012510160336620715,
2023-06-14,,0.0024709539191116467,0.03908314867500572,-0.010114934085238734,-0.02117815174113201,
2023-06-15,,7.391343695694652e-05,0.020229260708167125,0.026829518310617622,-0.014849684650767681,
2023-06-16,,0.03370028557417019,0.011257617203487096,-0.017596287070041086,0.03974122223398883,
2023-06-19,,0.00684675668979243,0.031083208414295484,0.017079519531044474,0.008297310007238209,
2023-06-20,,0.011162790290370126,-0.050591201553886064,-0.005932149181395967,0.00482643869833562,
2023-06-21,,-0.004089424419722431,0.0351095139663098,0.03146039450429713,-0.009316111382363258,
2023-06-22,,-0.009033189523192455,0.0039004996805625347,-0.015165641377751804,-0.022612306698750525,
2023-06-23,,-0.01608631519319985,0.017907108615251993,-0.012631554583306628,0.005063304760759624,
2023-06-26,,0.009094818242822688,-0.010328592877751435,-0.003929331668561943,-0.004117188617606808,
2023-06-27,-0.0035354832623156417,-0.030972365977274933,-0.009823074942842094,-0.0056975098673934165,-0.005123595049907602,
2023-06-28,-0.0012352839972025785,0.009588830361721278,0.01749034148265045,-0.012995304536965343,-0.02406401710778289,
2023-06-29,-0.009744058423898543,-0.007038426356330182,-0.015399921323949146,-0.02592233328499789,-0.009122416549483764,
2023-06-30,0.011900589316711294,-0.011148461062166423,-0.008259956442868682,-0.018533966176946217,-0.0006287834074955285,
2023-07-03,0.011462556264824002,-0.03571732983868223,-0.007192593449049248,0.0060221467838348424,0.0036766903264500873,
2023-07-04,0.006996000491358151,-0.020081091936840205,-0.0019092849417814606,-0.035524926669329035,-0.0016119949859352176,
2023-07-05,0.018307805511203236,-0.010990805491910697,-0.0023353183159049327,-0.012711156828088068,0.03477702703706663,
2023-07-06,0.036651140869584035,0.01628303524236533,0.009641334546707722,0.0073746629463503945,0.00787594596432503,
2023-07-07,-0.00557766788301513,0.01690315942368643,-0.0009779436694821108,-0.028103796936071502,-0.0010480890115493891,
2023-07-10,0.02493783431069439,-0.0012400801873206349,0.019028985541161732,-0.007330140407361037,-0.03407743173653438,
2023-07-11,0.03125777537016396,-0.005479861636586084,-0.0048676795875003615,-0.005996763925497611,0.03808273179146014,
2023-07-12,0.044375604668962676,-0.0031809042080010257,0.005912489774941901,-0.030332850988415823,0.029538688522365488,
2023-07-13,0.004335511275252582,-0.021946050552656884,-0.01177733653477392,-0.016745248620994007,-0.012157505213516358,
2023-07-14,-0.010965375898501542,0.016666678235606143,-0.022097255861250404,0.004410828540277337,0.02435918304611117,
2023-07-17,-0.014358377814952037,-0.004610492503605017,0.023594504167214203,0.003882152619067154,-0.010624285892151971,
2023-07-18,-0.022045842996728467,0.013627190208858959,0.008172146154035352,-0.006156169422777682,-0.016771715968944622,
2023-07-19,0.010696346726918205,0.024579610049781236,-0.012746154940575896,0.009167734071029686,-0.041740540372041376,
2023-07-20,-0.0006211786574180391,-0.018193668339636673,-0.01873012749579192,-0.013355591129377724,0.005843854566527464,
2023-07-21,-0.04476462466649944,-0.04241400305270132,-0.012137303557143509,0.009153731721071041,-0.05495009685450469,
2023-07-24,-0.010524957130348423,0.02776675556416896,-0.007700436234257273,0.007659779694818569,0.0028251428017492647,
2023-07-25,0.015364144332634746,0.0043079301091257585,0.010165372793491792,0.07852475412872653,-0.04168225878997177,
2023-07-26,-0.005748950388007112,0.0057465780880601855,-0.0009102449060248434,-0.00848472666796087,-0.011396658564775175,
2023-07-27,-0.030343473933433583,0.015011583350435311,-0.008323888097705078,-0.022601386780807156,-0.009000257159916274,
2023-07-28,-0.010706701740324462,0.007169072364192405,-0.014619125514309467,0.01515843699847239,0.013710154775804083,
2023-07-31,-0.00351127890998431,0.013373096095158132,0.001961350790778891,0.02591743563726029,-0.014376647752174607,
2023-08-01,-0.0038939459223336337,-0.001283763542169955,0.0018350496889674574,0.005044807928533548,-0.0023245808624391636,
2023-08-02,0.03156236115124369,0.01970899371230437,0.017383091849937932,-0.009110790520477415,-0.017784816564566486,
2023-08-03,0.017520935850595883,0.02945341351501964,-0.012079612519384591,-0.004590973107206942,-0.03278968325050868,
2023-08-04,0.019931410211588944,-0.00932990758456396,0.012809595904016476,-0.0038100621199562267,0.0064811405644312125,
2023-08-07,0.0017041889926780213,-0.05982271941801447,-0.003737923163239697,-0.0326094648743028,0.02411989033093632,
2023-08-08,0.00933341963932162,0.030420124543187602,-0.018978330416496745,0.034947263958311166,0.018643831285207694,
2023-08-09,0.022712402943658883,-0.022125870248232683,-0.01649028323055347,-0.012171794464794009,-0.010579554161280305,
2023-08-10,0.0244616613419065,-0.0051770880073966335,0.007050099367137591,-0.011407027328273612,-0.03641206601097034,
2023-08-11,-0.03824509950839554,-0.0013726809217093723,-0.02736630077665621,0.03974551998461616,0.018227254443494434,
2023-08-14,0.025274133553093374,-0.016926319549314717,0.01086958757340186,0.00399620867437427,0.0052804016266734,
2023-08-15,0.014649842055596045,0.005774473256500465,-0.033097748724565924,-0.019200925905589274,-0.002454178671914483,
2023-08-16,-0.02260407449347848,0.04823353351156842,0.030327881105071456,0.01204236640784967,0.001440737225674895,
2023-08-17,-0.019038369200444712,0.0015496103703772507,0.005155050802855014,-0.02483521150963249,0.006683528344897949,
2023-08-18,-0.03815615115754782,-0.017207700215590038,-0.008272110668432885,0.037753753146803806,0.011131062490675163,
2023-08-21,0.00972072578835274,-0.030946079778767312,0.021653821077741466,-0.009422493036357572,-0.0018727237747834169,
2023-08-22,-0.025743271371685,-0.027942363702259825,-0.011671986526920098,0.020767577020386334,-0.030386921509536848,
2023-08-23,-0.009023177168179975,0.011034815998218409,0.024005234994776584,-0.00926322724170798,-0.008228532142320048,
2023-08-24,-0.03739483399390841,-0.007770415503660186,0.0038084777985011547,0.008984374425700685,-0.01019613386381765,
2023-08-25,-0.04976654706825979,-0.013164968246676968,0.009070174251089348,-0.01964588068509359,0.0011796844317919475,
2023-08-28,-0.0068509840171553,0.003409275419931418,-0.019254651305692247,-0.004132225593920933,0.012204323391784452,
2023-08-29,-0.01173062539127871,0.004484328085815861,0.014292195812732361,-0.04099882557154956,0.023181481299117953,
2023-08-30,0.008509798664804606,0.023944938472904558,-0.02743347394460932,-0.014188820048550932,-0.005770973917514096,
2023-08-31,0.03469873151673617,-0.017135441876535856,-0.011110935589737332,0.004087780632059536,-0.024042990521521777,
2023-09-01,0.006349065225003503,-0.006657208087650225,-0.0018677371779989658,-0.010586642248967418,-0.03028940618361534,
2023-09-04,0.03509866143294483,0.00036803261566876257,0.004505282344950991,0.013854455102337189,-0.025386609930933984,
2023-09-05,0.0040465759284560405,0.03263713798178218,-0.014660659910479788,0.0363612384511565,0.015503109880695663,
2023-09-06,0.004680489087062959,-0.0049705723614889875,0.024010633169477453,0.0028071973969609394,-0.039341394071743044,
2023-09-07,-0.003716915043854946,0.006199979663311102,-0.0011317697779979169,0.024379415795873265,-0.0390220372807725,
2023-09-08,-0.0363595845077431,0.015194245909683369,-0.0018891742888400551,0.008392199440482364,-0.01727765921179532,
2023-09-11,0.02083449328117703,0.011670886060237752,-0.0025903449372688156,0.011597145705902643,-0.014137851359746979,
2023-09-12,0.03298961788647842,0.021412211199583725,-0.01459204939614819,0.007228346345462058,-0.025862830875172955,
2023-09-13,0.009012068257250778,-0.03739632679064328,-0.023235676878247277,-0.005662777934875343,-0.006017194942816525,
2023-09-14,0.007779574587043675,0.005029472178810242,-0.0038853826395703864,-0.015115830003167258,0.02097414252833127,
2023-09-15,-0.009671229676930742,-0.012243338343096415,0.009824153308239925,-0.007160587594939725,-0.0027879440132646833,
2023-09-18,-0.03818712175014586,0.026366046497053385,0.001453610486586827,-0.008229862891243604,-0.0017846830844289786,
2023-09-19,-0.03462402606889851,0.02989876454906472,0.0008265126454123693,0.008860042608947504,0.019030995411480855,
2023-09-20,0.009469437980704569,-0.005352821817975872,0.016935415504329875,-0.04254454840702991,-0.00198188600482538,
2023-09-21,0.00864525901268311,0.009400883747364043,-0.014152517896440522,-0.014243477283520871,-0.002213307371146589,
2023-09-22,0.01683967390904254,-0.007384144008948923,-0.05813976438643283,-0.007496441132436122,-0.020770876416879448,
2023-09-25,-0.02474853276445145,0.002188169436659401,0.026572816564964623,0.0062636894772996,-0.012130067764314793,
2023-09-26,-0.009181806204379835,-0.013892007383262892,-0.02308725336465969,-0.035036576135034386,-0.007798474131188907,
2023-09-27,-0.0019324734002977946,-0.008319338558947172,-0.018914921213935624,0.012164923833699371,-0.026342638398931698,
2023-09-28,-0.020044340378534496,-0.0150487047470607,-0.02933570381231354,-0.010028042937712733,0.019506249169559578,
2023-09-29,0.0195684422405607,0.010442850918678716,-0.022073396570607386,-0.006615784486551147,-0.015603982582349255,
2023-10-02,-0.023935772928526233,0.01787395378778222,0.017859077402175384,0.03659240403432174,-0.008193731852589948,
2023-10-03,0.04563303673077686,-0.012352833538673932,-0.030700804950647195,-0.037600200678155275,0.014254240577226627,
2023-10-04,-0.007446381058758457,0.008746263740779215,0.003703510736598281,0.008508897283683446,0.004445797116017081,
2023-10-05,-0.01904632761477594,-0.013539902769170626,-0.01545318890541648,0.016603836237252204,0.01800797176790127,
2023-10-06,0.023669873337798557,-0.023560817347527616,0.033344482231022744,0.030464772434245165,0.014712439944914935,
2023-10-09,-0.033132464153555474,-0.010488962725253037,-0.014706069213639046,0.014429586475146866,-0.021002814792042912,
2023-10-10,0.02741072287993427,0.013904058001679986,0.005675020473230022,-0.019757466818014983,-0.016937019322507293,
2023-10-11,0.015586980078106648,-0.0007803903875508824,-0.00835819091531781,-0.04051615746222754,-0.021417048373688775,
2023-10-12,-0.025609111420049336,0.003789596424421613,0.020148879463903972,-0.02509845336004585,0.003694209495621666,
2023-10-13,0.0002499864381450067,0.05736806111333537,-0.03337198517756391,0.021174570597677578,-0.0034560347479292877,
2023-10-16,0.008826143033984917,-0.014663123942199931,0.004579927849186805,-0.03715802902796574,0.012064950011427876,
2023-10-17,0.012773203372862047,0.021162366501743003,0.007352396804194218,0.002961788395965524,-0.017621366733225844,
2023-10-18,0.02373469240354662,0.02872670811411957,-0.004762208726241082,0.0009200549450654825,-0.01809228749987532,
2023-10-19,0.013308336473835574,0.03882434872927498,-0.01756646154359478,-0.007560157980364344,0.004628918450511446,
2023-10-20,-0.004313352750952647,-0.01745922180907401,0.017628150578471422,0.014422707250911633,-0.0183254820112745,
2023-10-23,0.023403974183932075,0.0026859299449558576,0.0015919572475207278,0.011081155422318143,-0.017234061405125164,
2023-10-24,-0.04304767089218361,0.017529112910058712,-0.03122986444883719,0.030068396568579982,-0.006602401879329006,
2023-10-25,-0.012554678121690113,-0.005760777478441528,0.028370626902960733,-0.04975617313070159,0.025539307721763757,
2023-10-26,-0.02414043295714431,-0.02150624786098476,0.03352786054416406,-0.018910137598854623,-0.02306701021191919,
2023-10-27,0.006771057525718285,-0.018758511530727977,0.00433249950809238,-0.020515053672805546,0.022016427968452105,
2023-10-30,0.010640123976438862,0.007233221224940332,0.035223762497347474,-6.273452235494242e-06,-0.023637482508416022,
2023-10-31,0.04172094099074228,-0.020295189863717044,-0.007229255333879715,0.008328920762029053,-0.0010780969801147831,
2023-11-01,0.022437157124609416,0.04640081444034519,0.003922629180478147,-0.018081365794720007,-0.030979210501069502,
2023-11-02,0.022077546866325154,0.009503354929907632,-4.8076818377076885e-05,-0.011785433035786124,-0.021843272654361794,
2023-11-03,0.018275432427711714,-0.030914595733814665,0.03179677956361368,0.011481424417880026,0.02799189290291587,
2023-11-06,-0.027316483108308778,-0.0029793861953459383,0.010055688537903885,0.035927216458539274,0.014121578276302631,
2023-11-07,-0.020527384153317844,0.024600011454383,-0.019294108515014296,0.032569371095446435,-0.0056876929921301864,
2023-11-08,0.013578625801185566,-0.0027399097888491653,,-0.006818157546921597,0.008566333847504751,
2023-11-09,-0.011876228161374102,-0.003312628206352645,,-0.042574681888296245,0.009163362295773974,
2023-11-10,-0.0230666480641149,-0.033746886942214206,,-0.027108950062245785,-0.01418041915260981,
2023-11-13,-0.010517593517904078,0.0035550021253606266,,0.0026213037243169746,-0.001548869214519873,
2023-11-14,0.029018550965584238,0.0361439328727577,,-0.02048057181772759,-0.005596206847540122,
2023-11-15,0.010119311069117305,-0.01456544404813226,,0.023810971886871923,0.0042514806126442975,
