"queueId","recordType","recordId","deviceId","deviceName","department","date","status","source","details","createdAt","updatedAt"
"3411ecca-ed89-43c7-8880-1c8a20a3607e","inspection",,"DEV004","听诊器","","2026-05-25","dead_letter","external","缺少必填字段: department, inspector","2026-05-25T17:12:24+08:00","2026-05-25T17:12:25+08:00"
"ffab65df-12e9-4637-a3fd-11732d8a7ac3","inspection",,"DEV005","体温计","发热门诊","2026-05-25","compensated","external","记录日期(2026-05-22)与当前日期相差3天","2026-05-25T17:12:24+08:00","2026-05-25T17:12:28+08:00"
"00e329f3-0fc5-4465-a4e4-fef03de428c8","calibration",,"DEV001","心电图机","","2026-05-25","compensated","external","设备名称不匹配，历史名称: 心电图机, 当前名称: 心电图机-新版","2026-05-25T17:12:24+08:00","2026-05-25T17:12:28+08:00"
"e48b297a-a2d5-4791-b54f-1ad3eea9b8d1","repair",,"DEV002","超声诊断仪","","2026-05-25","pending","external","","2026-05-25T17:12:24+08:00","2026-05-25T17:12:24+08:00"
"25364bda-b1d2-4bd2-a471-2b058589f9e3","repair",,"DEV002","超声诊断仪","","2026-05-25","compensated","external","金额冲突，历史金额: 5000, 当前金额: 5500","2026-05-25T17:12:24+08:00","2026-05-25T17:12:28+08:00"
"c09dbe03-25b2-48bc-9a89-06cf9e3a1007","inspection",,"DEV001","心电图机","心内科","2026-05-25","pending","external","","2026-05-25T17:12:17+08:00","2026-05-25T17:12:17+08:00"
"b64f9ec2-670f-494d-8a5e-531d4cd9bd72","inspection",,"DEV002","超声诊断仪","超声科","2026-05-24","pending","external","","2026-05-25T17:12:17+08:00","2026-05-25T17:12:17+08:00"
"98682244-a4fe-4367-8545-d71c3754c908","calibration",,"DEV001","心电图机","","2026-05-25","compensated","external","记录日期(2026-04-25)与当前日期相差30天","2026-05-25T17:12:17+08:00","2026-05-25T17:12:28+08:00"
"cba89db0-00a3-456b-93dc-d4b44534a4b3","calibration",,"DEV003","血压计","","2026-05-25","compensated","external","记录日期(2026-05-15)与当前日期相差10天","2026-05-25T17:12:17+08:00","2026-05-25T17:12:28+08:00"
"8d67fab9-7ac0-4379-81b4-93ab5960a123","repair",,"DEV001","心电图机","","2026-05-24","pending","external","","2026-05-25T17:12:17+08:00","2026-05-25T17:12:17+08:00"
"8aa2d0a7-ddbe-42a0-8136-5575221efbb7","repair",,"DEV002","超声诊断仪","","2026-05-25","pending","external","","2026-05-25T17:12:17+08:00","2026-05-25T17:12:17+08:00"
